site_id,mgmt_unit_id,survey_year,action,native_cover,native_indicators,plant_community,state,state_daren,state_condensed,state_binary
14,66,2015,Rest,N75,I1,Shrub,16,17,11,7
14,66,2015,Rest,N75,I1,Herb,19,18,12,8
14,66,2015,Rest,N75,I0,Shrub,15,15,9,5
14,66,2015,Rest,N75,I1,Herb,19,18,12,8
14,66,2018,Burn,N75,I2,Shrub,17,19,11,7
14,66,2018,Burn,N75,I1,Herb,19,18,12,8
14,66,2018,Burn,N75,I0,Herb,18,16,10,6
14,66,2018,Burn,N75,I1,Herb,19,18,12,8
14,66,2018,Burn,N75,I1,Herb,19,18,12,8
14,67,2008,Rest,N75,I1,Herb,19,18,12,8
14,67,2008,Rest,N75,I2,Herb,20,20,12,8
14,67,2008,Rest,N75,I1,Herb,19,18,12,8
14,67,2008,Rest,N75,I1,Herb,19,18,12,8
14,67,2008,Rest,N75,I0,Herb,18,16,10,6
14,67,2008,Rest,N75,I0,Herb,18,16,10,6
14,67,2012,Rest,N75,I0,Herb,18,16,10,6
14,67,2012,Rest,N75,I1,Herb,19,18,12,8
14,67,2012,Rest,N75,I0,Herb,18,16,10,6
14,67,2012,Rest,N75,I0,Shrub,15,15,9,5
14,67,2012,Rest,N75,I1,Herb,19,18,12,8
14,67,2012,Rest,N75,I0,Herb,18,16,10,6
14,67,2015,Rest,N75,I1,Herb,19,18,12,8
14,67,2015,Rest,N75,I2,Herb,20,20,12,8
14,67,2015,Rest,N75,I1,Herb,19,18,12,8
14,67,2015,Rest,N75,I0,Herb,18,16,10,6
14,67,2015,Rest,N75,I1,Herb,19,18,12,8
14,67,2015,Rest,N75,I0,Herb,18,16,10,6
14,67,2018,Rest,N75,I1,Shrub,16,17,11,7
14,67,2018,Rest,N75,I1,Herb,19,18,12,8
14,67,2018,Rest,N75,I1,Herb,19,18,12,8
14,67,2018,Rest,N75,I1,Shrub,16,17,11,7
14,67,2018,Rest,N75,I1,Herb,19,18,12,8
15,68,2019,Rest,N75,I1,Shrub,16,17,11,7
15,68,2019,Rest,N75,I1,Herb,19,18,12,8
15,68,2019,Rest,N75,I1,Herb,19,18,12,8
15,68,2019,Rest,N75,I1,Shrub,16,17,11,7
15,68,2019,Rest,N75,I1,Shrub,16,17,11,7
15,68,2019,Rest,N75,I1,Shrub,16,17,11,7
15,68,2019,Rest,N75,I0,Herb,18,16,10,6
15,68,2019,Rest,N75,I1,Shrub,16,17,11,7
15,68,2019,Rest,N75,I0,Shrub,15,15,9,5
15,68,2019,Rest,N75,I0,Shrub,15,15,9,5
15,68,2019,Rest,N75,I1,Shrub,16,17,11,7
15,68,2019,Rest,N75,I1,Herb,19,18,12,8
15,68,2019,Rest,N75,I1,Shrub,16,17,11,7
15,68,2009,Burn,N75,I2,Shrub,17,19,11,7
15,68,2009,Burn,N75,I1,Herb,19,18,12,8
15,68,2009,Burn,N75,I0,Herb,18,16,10,6
15,68,2009,Burn,N75,I1,Herb,19,18,12,8
15,68,2009,Burn,N75,I0,Shrub,15,15,9,5
15,68,2009,Burn,N75,I1,Herb,19,18,12,8
15,68,2009,Burn,N75,I1,Shrub,16,17,11,7
15,68,2009,Burn,N75,I1,Herb,19,18,12,8
15,68,2009,Burn,N75,I1,Herb,19,18,12,8
15,68,2009,Burn,N75,I1,Shrub,16,17,11,7
15,68,2009,Burn,N75,I0,Herb,18,16,10,6
15,68,2009,Burn,N75,I1,Herb,19,18,12,8
15,68,2009,Burn,N75,I0,Shrub,15,15,9,5
15,68,2009,Burn,N75,I0,Shrub,15,15,9,5
15,68,2009,Burn,N75,I1,Herb,19,18,12,8
15,68,2010,Rest,N75,I1,Shrub,16,17,11,7
15,68,2010,Rest,N75,I1,Herb,19,18,12,8
15,68,2010,Rest,N75,I0,Herb,18,16,10,6
15,68,2010,Rest,N75,I1,Herb,19,18,12,8
15,68,2010,Rest,N75,I0,Shrub,15,15,9,5
15,68,2010,Rest,N75,I2,Herb,20,20,12,8
15,68,2010,Rest,N75,I1,Shrub,16,17,11,7
15,68,2010,Rest,N75,I1,Herb,19,18,12,8
15,68,2010,Rest,N75,I2,Herb,20,20,12,8
15,68,2010,Rest,N75,I1,Shrub,16,17,11,7
15,68,2010,Rest,N75,I0,Herb,18,16,10,6
15,68,2010,Rest,N75,I2,Shrub,17,19,11,7
15,68,2010,Rest,N75,I1,Shrub,16,17,11,7
15,68,2010,Rest,N75,I0,Shrub,15,15,9,5
15,68,2010,Rest,N75,I1,Shrub,16,17,11,7
15,68,2016,Rest,N75,I2,Shrub,17,19,11,7
15,68,2016,Rest,N75,I1,Herb,19,18,12,8
15,68,2016,Rest,N75,I0,Shrub,15,15,9,5
15,68,2016,Rest,N75,I1,Herb,19,18,12,8
15,68,2016,Rest,N75,I0,Shrub,15,15,9,5
15,68,2016,Rest,N75,I1,Shrub,16,17,11,7
15,68,2016,Rest,N75,I1,Shrub,16,17,11,7
15,68,2016,Rest,N75,I1,Shrub,16,17,11,7
15,68,2016,Rest,N75,I1,Herb,19,18,12,8
15,68,2016,Rest,N75,I0,Shrub,15,15,9,5
15,68,2016,Rest,N75,I1,Shrub,16,17,11,7
15,68,2016,Rest,N75,I1,Shrub,16,17,11,7
15,68,2016,Rest,N75,I0,Shrub,15,15,9,5
15,68,2016,Rest,N75,I1,Herb,19,18,12,8
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I2,Shrub,17,19,11,7
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I1,Herb,19,18,12,8
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I0,Herb,18,16,10,6
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I1,Shrub,16,17,11,7
15,69,2009,Rest,N75,I0,Herb,18,16,10,6
15,69,2009,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I1,Shrub,16,17,11,7
15,69,2010,Rest,N75,I1,Shrub,16,17,11,7
15,69,2010,Rest,N25,I1,Shrub,6,7,7,3
15,69,2010,Rest,N75,I1,Shrub,16,17,11,7
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I2,Herb,20,20,12,8
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I1,Shrub,16,17,11,7
15,69,2010,Rest,N75,I1,Shrub,16,17,11,7
15,69,2010,Rest,N75,I0,Herb,18,16,10,6
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I1,Shrub,16,17,11,7
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I1,Shrub,16,17,11,7
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2010,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I1,Shrub,16,17,11,7
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I1,Shrub,16,17,11,7
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I1,Shrub,16,17,11,7
15,69,2016,Rest,N75,I1,Shrub,16,17,11,7
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I0,Herb,18,16,10,6
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
15,69,2016,Rest,N75,I0,Shrub,15,15,9,5
9,161,2019,Rest,N75,I0,Herb,18,16,10,6
9,161,2019,Rest,N75,I0,Herb,18,16,10,6
9,161,2019,Rest,N50,I0,Herb,12,10,6,6
9,161,2019,Rest,N50,I0,Shrub,9,9,5,5
9,161,2019,Rest,N75,I0,Herb,18,16,10,6
9,161,2019,Rest,N50,I0,Herb,12,10,6,6
9,161,2019,Rest,N75,I1,Herb,19,18,12,8
9,161,2019,Rest,N75,I0,Herb,18,16,10,6
9,161,2019,Rest,N75,I0,Herb,18,16,10,6
9,161,2019,Rest,N75,I0,Herb,18,16,10,6
9,161,2019,Rest,N50,I0,Herb,12,10,6,6
9,161,2019,Rest,N50,I0,Herb,12,10,6,6
9,161,2019,Rest,N50,I0,Herb,12,10,6,6
9,161,2019,Rest,N75,I0,Herb,18,16,10,6
9,161,2019,Rest,N75,I1,Herb,19,18,12,8
9,161,2008,Rest,N75,I0,Herb,18,16,10,6
9,161,2008,Rest,N75,I0,Herb,18,16,10,6
9,161,2008,Rest,N50,I0,Herb,12,10,6,6
9,161,2008,Rest,N50,I0,Herb,12,10,6,6
9,161,2008,Rest,N75,I0,Herb,18,16,10,6
9,161,2008,Rest,N50,I0,Herb,12,10,6,6
9,161,2008,Rest,N50,I0,Herb,12,10,6,6
9,161,2008,Rest,N75,I0,Herb,18,16,10,6
9,161,2010,Rest,N50,I0,Herb,12,10,6,6
9,161,2010,Rest,N50,I0,Herb,12,10,6,6
9,161,2010,Rest,N75,I0,Herb,18,16,10,6
9,161,2010,Rest,N50,I0,Herb,12,10,6,6
9,161,2010,Rest,N50,I1,Herb,13,12,8,8
9,161,2010,Rest,N75,I0,Herb,18,16,10,6
9,161,2011,Rest,N75,I0,Herb,18,16,10,6
9,161,2011,Rest,N75,I0,Herb,18,16,10,6
9,161,2011,Rest,N50,I0,Herb,12,10,6,6
9,161,2011,Rest,N25,I0,Herb,7,6,6,2
9,161,2011,Rest,N75,I0,Herb,18,16,10,6
9,161,2011,Rest,N25,I1,Herb,8,8,8,4
9,161,2011,Rest,N25,I1,Herb,8,8,8,4
9,161,2011,Rest,N75,I0,Herb,18,16,10,6
9,161,2012,Rest,N75,I0,Herb,18,16,10,6
9,161,2012,Rest,N75,I0,Herb,18,16,10,6
9,161,2012,Rest,N50,I0,Herb,12,10,6,6
9,161,2012,Rest,N50,I0,Herb,12,10,6,6
9,161,2012,Rest,N75,I0,Herb,18,16,10,6
9,161,2012,Rest,N50,I0,Herb,12,10,6,6
9,161,2012,Rest,N50,I1,Herb,13,12,8,8
9,161,2012,Rest,N75,I0,Herb,18,16,10,6
9,161,2012,Rest,N75,I0,Herb,18,16,10,6
9,161,2013,Rest,N75,I0,Herb,18,16,10,6
9,161,2013,Rest,N75,I0,Herb,18,16,10,6
9,161,2013,Rest,N75,I0,Herb,18,16,10,6
9,161,2013,Rest,N50,I0,Herb,12,10,6,6
9,161,2013,Rest,N75,I0,Herb,18,16,10,6
9,161,2013,Rest,N50,I1,Herb,13,12,8,8
9,161,2013,Rest,N50,I1,Herb,13,12,8,8
9,161,2013,Rest,N75,I0,Herb,18,16,10,6
9,161,2013,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I1,Herb,19,18,12,8
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2014,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N75,I0,Herb,18,16,10,6
9,161,2015,Rest,N50,I0,Herb,12,10,6,6
9,161,2016,Rest,N75,I0,Herb,18,16,10,6
9,161,2016,Rest,N75,I0,Herb,18,16,10,6
9,161,2016,Rest,N75,I0,Herb,18,16,10,6
9,161,2016,Rest,N50,I0,Herb,12,10,6,6
9,161,2016,Rest,N75,I0,Herb,18,16,10,6
9,161,2016,Rest,N50,I0,Herb,12,10,6,6
9,161,2016,Rest,N50,I1,Herb,13,12,8,8
9,161,2016,Rest,N50,I0,Herb,12,10,6,6
9,161,2016,Rest,N75,I0,Herb,18,16,10,6
9,161,2016,Rest,N50,I0,Herb,12,10,6,6
9,161,2016,Rest,N50,I0,Herb,12,10,6,6
9,161,2016,Rest,N50,I1,Herb,13,12,8,8
9,161,2016,Rest,N75,I1,Herb,19,18,12,8
9,161,2016,Rest,N75,I1,Herb,19,18,12,8
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N50,I1,Herb,13,12,8,8
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N50,I0,Herb,12,10,6,6
9,161,2017,Rest,N75,I1,Herb,19,18,12,8
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N25,I0,Herb,7,6,6,2
9,161,2017,Rest,N75,I0,Herb,18,16,10,6
9,161,2017,Rest,N75,I1,Herb,19,18,12,8
9,161,2018,Rest,N75,I0,Herb,18,16,10,6
9,161,2018,Rest,N75,I0,Herb,18,16,10,6
9,161,2018,Rest,N50,I0,Herb,12,10,6,6
9,161,2018,Rest,N50,I0,Herb,12,10,6,6
9,161,2018,Rest,N75,I0,Herb,18,16,10,6
9,161,2018,Rest,N50,I0,Herb,12,10,6,6
9,161,2018,Rest,N75,I1,Herb,19,18,12,8
9,161,2018,Rest,N75,I0,Herb,18,16,10,6
9,161,2018,Rest,N75,I0,Herb,18,16,10,6
9,161,2018,Rest,N75,I0,Herb,18,16,10,6
9,161,2018,Rest,N50,I1,Herb,13,12,8,8
9,161,2018,Rest,N50,I0,Herb,12,10,6,6
9,161,2018,Rest,N50,I0,Herb,12,10,6,6
9,161,2018,Rest,N75,I0,Herb,18,16,10,6
9,161,2018,Rest,N50,I2,Herb,14,14,8,8
9,55,2019,Rest,N50,I0,Herb,12,10,6,6
9,55,2019,Rest,N50,I0,Herb,12,10,6,6
9,55,2019,Rest,N25,I0,Herb,7,6,6,2
9,55,2019,Rest,N75,I0,Herb,18,16,10,6
9,55,2019,Rest,N50,I0,Herb,12,10,6,6
9,55,2019,Rest,N50,I0,Herb,12,10,6,6
9,55,2019,Rest,N50,I0,Herb,12,10,6,6
9,55,2019,Rest,N25,I0,Herb,7,6,6,2
9,55,2019,Rest,N75,I0,Herb,18,16,10,6
9,55,2019,Rest,N50,I0,Herb,12,10,6,6
9,55,2008,Rest,N50,I0,Herb,12,10,6,6
9,55,2008,Rest,N50,I1,Herb,13,12,8,8
9,55,2008,Rest,N50,I0,Herb,12,10,6,6
9,55,2008,Rest,N75,I0,Herb,18,16,10,6
9,55,2008,Rest,N25,I0,Herb,7,6,6,2
9,55,2010,Rest,N50,I0,Herb,12,10,6,6
9,55,2010,Rest,N50,I1,Herb,13,12,8,8
9,55,2010,Rest,N50,I0,Herb,12,10,6,6
9,55,2010,Rest,N75,I0,Herb,18,16,10,6
9,55,2011,Rest,N0,I0,Herb,3,2,2,2
9,55,2011,Rest,N50,I1,Herb,13,12,8,8
9,55,2011,Rest,N25,I0,Herb,7,6,6,2
9,55,2011,Rest,N75,I0,Herb,18,16,10,6
9,55,2011,Rest,N0,I0,Herb,3,2,2,2
9,55,2012,Rest,N50,I0,Herb,12,10,6,6
9,55,2012,Rest,N50,I1,Herb,13,12,8,8
9,55,2012,Rest,N25,I1,Herb,8,8,8,4
9,55,2012,Rest,N25,I1,Herb,8,8,8,4
9,55,2013,Rest,N25,I0,Herb,7,6,6,2
9,55,2013,Rest,N50,I2,Herb,14,14,8,8
9,55,2013,Rest,N50,I1,Herb,13,12,8,8
9,55,2013,Rest,N50,I0,Herb,12,10,6,6
9,55,2014,Rest,N50,I0,Herb,12,10,6,6
9,55,2014,Rest,N75,I1,Herb,19,18,12,8
9,55,2014,Rest,N75,I0,Herb,18,16,10,6
9,55,2014,Rest,N50,I0,Herb,12,10,6,6
9,55,2015,Rest,N25,I0,Herb,7,6,6,2
9,55,2015,Rest,N50,I1,Herb,13,12,8,8
9,55,2015,Rest,N0,I0,Herb,3,2,2,2
9,55,2015,Rest,N50,I0,Herb,12,10,6,6
9,55,2015,Rest,N25,I0,Herb,7,6,6,2
9,55,2015,Rest,N50,I1,Herb,13,12,8,8
9,55,2015,Rest,N0,I0,Herb,3,2,2,2
9,55,2015,Rest,N50,I0,Herb,12,10,6,6
9,55,2016,Rest,N0,I0,Herb,3,2,2,2
9,55,2016,Rest,N75,I1,Herb,19,18,12,8
9,55,2016,Rest,N50,I1,Herb,13,12,8,8
9,55,2016,Rest,N75,I0,Herb,18,16,10,6
9,55,2016,Rest,N50,I1,Herb,13,12,8,8
32,98,2019,Rest,N50,I0,Shrub,9,9,5,5
32,98,2019,Rest,N75,I2,Herb,20,20,12,8
32,98,2019,Rest,N75,I2,Herb,20,20,12,8
32,98,2019,Rest,N25,I0,Herb,7,6,6,2
32,98,2019,Rest,N75,I2,Herb,20,20,12,8
32,98,2019,Rest,N0,I0,Herb,3,2,2,2
32,98,2008,Rest,N25,I0,Herb,7,6,6,2
32,98,2008,Rest,N50,I2,Herb,14,14,8,8
32,98,2008,Rest,N0,I1,Herb,4,4,3,4
32,98,2009,Burn,N25,I0,Herb,7,6,6,2
32,98,2009,Burn,N75,I2,Herb,20,20,12,8
32,98,2009,Burn,N75,I2,Shrub,17,19,11,7
32,98,2011,Rest,N0,I0,Herb,3,2,2,2
32,98,2011,Rest,N75,I2,Herb,20,20,12,8
32,98,2011,Rest,N75,I1,Herb,19,18,12,8
32,98,2012,Rest,N25,I0,Herb,7,6,6,2
32,98,2012,Rest,N75,I2,Herb,20,20,12,8
32,98,2012,Rest,N75,I1,Herb,19,18,12,8
32,98,2013,Rest,N25,I0,Herb,7,6,6,2
32,98,2013,Rest,N75,I2,Herb,20,20,12,8
32,98,2014,Rest,N50,I0,Herb,12,10,6,6
32,98,2014,Rest,N75,I2,Herb,20,20,12,8
32,98,2014,Rest,N75,I1,Herb,19,18,12,8
32,98,2014,Rest,N50,I0,Herb,12,10,6,6
32,98,2014,Rest,N75,I2,Herb,20,20,12,8
32,98,2014,Rest,N50,I0,Herb,12,10,6,6
32,98,2015,Rest,N0,I0,Herb,3,2,2,2
32,98,2015,Rest,N75,I2,Herb,20,20,12,8
32,98,2015,Rest,N75,I2,Herb,20,20,12,8
32,98,2015,Rest,N50,I0,Herb,12,10,6,6
32,98,2015,Rest,N75,I1,Herb,19,18,12,8
32,98,2015,Rest,N75,I0,Herb,18,16,10,6
32,98,2016,Rest,N0,I0,Herb,3,2,2,2
32,98,2016,Rest,N75,I2,Herb,20,20,12,8
32,98,2016,Rest,N75,I1,Herb,19,18,12,8
32,98,2016,Rest,N25,I1,Herb,8,8,8,4
32,98,2016,Rest,N75,I1,Herb,19,18,12,8
32,98,2016,Rest,N25,I0,Herb,7,6,6,2
32,98,2016,Rest,N0,I0,Herb,3,2,2,2
32,98,2016,Rest,N75,I2,Herb,20,20,12,8
32,98,2016,Rest,N75,I1,Herb,19,18,12,8
32,98,2016,Rest,N25,I1,Herb,8,8,8,4
32,98,2016,Rest,N75,I1,Herb,19,18,12,8
32,98,2016,Rest,N25,I0,Herb,7,6,6,2
32,98,2017,Rest,N25,I0,Herb,7,6,6,2
32,98,2017,Rest,N75,I2,Herb,20,20,12,8
32,98,2017,Rest,N75,I1,Herb,19,18,12,8
32,98,2017,Rest,N75,I0,Herb,18,16,10,6
32,98,2017,Rest,N75,I1,Herb,19,18,12,8
32,98,2017,Rest,N25,I0,Herb,7,6,6,2
32,98,2018,Rest,N75,I0,Herb,18,16,10,6
32,98,2018,Rest,N75,I2,Herb,20,20,12,8
32,98,2018,Rest,N75,I2,Herb,20,20,12,8
32,98,2018,Rest,N50,I0,Herb,12,10,6,6
32,98,2018,Rest,N75,I2,Herb,20,20,12,8
32,98,2018,Rest,N50,I0,Herb,12,10,6,6
32,99,2019,Rest,N25,I0,Herb,7,6,6,2
32,99,2019,Rest,N75,I2,Herb,20,20,12,8
32,99,2008,Rest,N75,I0,Herb,18,16,10,6
32,99,2008,Rest,N75,I2,Herb,20,20,12,8
32,99,2009,Rest,N50,I0,Herb,12,10,6,6
32,99,2009,Rest,N75,I2,Herb,20,20,12,8
32,99,2011,Rest,N75,I0,Herb,18,16,10,6
32,99,2011,Rest,N75,I1,Herb,19,18,12,8
32,99,2012,Rest,N75,I0,Herb,18,16,10,6
32,99,2012,Rest,N50,I1,Herb,13,12,8,8
32,99,2013,Rest,N75,I0,Herb,18,16,10,6
32,99,2013,Rest,N50,I2,Herb,14,14,8,8
32,99,2014,Rest,N75,I1,Herb,19,18,12,8
32,99,2014,Rest,N50,I2,Herb,14,14,8,8
32,99,2015,Rest,N75,I0,Herb,18,16,10,6
32,99,2015,Rest,N75,I2,Herb,20,20,12,8
32,99,2016,Rest,N75,I2,Herb,20,20,12,8
32,99,2016,Rest,N75,I2,Herb,20,20,12,8
32,99,2017,Rest,N50,I0,Herb,12,10,6,6
32,99,2017,Rest,N75,I2,Herb,20,20,12,8
32,99,2018,Rest,N75,I0,Herb,18,16,10,6
32,99,2018,Rest,N75,I1,Herb,19,18,12,8
32,100,2019,Rest,N75,I2,Herb,20,20,12,8
32,100,2019,Rest,N50,I1,Shrub,10,11,7,7
32,100,2019,Rest,N50,I2,Herb,14,14,8,8
32,100,2019,Rest,N75,I0,Herb,18,16,10,6
32,100,2019,Rest,N50,I1,Herb,13,12,8,8
32,100,2019,Rest,N75,I2,Herb,20,20,12,8
32,100,2008,Rest,N75,I2,Herb,20,20,12,8
32,100,2008,Rest,N0,I0,Herb,3,2,2,2
32,100,2008,Rest,N50,I2,Herb,14,14,8,8
32,100,2008,Rest,N50,I0,Herb,12,10,6,6
32,100,2009,Rest,N75,I2,Herb,20,20,12,8
32,100,2009,Rest,N50,I1,Herb,13,12,8,8
32,100,2009,Rest,N50,I1,Herb,13,12,8,8
32,100,2009,Rest,N25,I0,Herb,7,6,6,2
32,100,2011,Rest,N75,I2,Herb,20,20,12,8
32,100,2011,Rest,N75,I1,Herb,19,18,12,8
32,100,2011,Rest,N50,I2,Herb,14,14,8,8
32,100,2011,Rest,N0,I0,Herb,3,2,2,2
32,100,2012,Rest,N75,I2,Herb,20,20,12,8
32,100,2012,Rest,N50,I1,Herb,13,12,8,8
32,100,2012,Rest,N50,I1,Herb,13,12,8,8
32,100,2012,Rest,N50,I0,Herb,12,10,6,6
32,100,2013,Rest,N75,I2,Herb,20,20,12,8
32,100,2013,Rest,N50,I1,Herb,13,12,8,8
32,100,2013,Rest,N50,I2,Herb,14,14,8,8
32,100,2013,Rest,N50,I0,Herb,12,10,6,6
32,100,2014,Burn,N75,I2,Herb,20,20,12,8
32,100,2014,Burn,N50,I1,Herb,13,12,8,8
32,100,2014,Burn,N50,I2,Herb,14,14,8,8
32,100,2014,Burn,N50,I1,Herb,13,12,8,8
32,100,2014,Burn,N50,I2,Herb,14,14,8,8
32,100,2014,Burn,N75,I2,Herb,20,20,12,8
32,100,2015,Rest,N75,I2,Herb,20,20,12,8
32,100,2015,Rest,N75,I0,Herb,18,16,10,6
32,100,2015,Rest,N50,I1,Herb,13,12,8,8
32,100,2015,Rest,N75,I0,Herb,18,16,10,6
32,100,2015,Rest,N50,I2,Herb,14,14,8,8
32,100,2015,Rest,N75,I2,Herb,20,20,12,8
32,100,2016,Rest,N75,I2,Herb,20,20,12,8
32,100,2016,Rest,N75,I1,Herb,19,18,12,8
32,100,2016,Rest,N75,I2,Herb,20,20,12,8
32,100,2016,Rest,N50,I0,Herb,12,10,6,6
32,100,2016,Rest,N25,I1,Herb,8,8,8,4
32,100,2016,Rest,N75,I2,Herb,20,20,12,8
32,100,2017,Rest,N75,I2,Herb,20,20,12,8
32,100,2017,Rest,N75,I0,Herb,18,16,10,6
32,100,2017,Rest,N50,I1,Herb,13,12,8,8
32,100,2017,Rest,N50,I0,Herb,12,10,6,6
32,100,2017,Rest,N25,I1,Herb,8,8,8,4
32,100,2017,Rest,N75,I2,Herb,20,20,12,8
32,100,2018,Rest,N75,I2,Herb,20,20,12,8
32,100,2018,Rest,N75,I1,Herb,19,18,12,8
32,100,2018,Rest,N50,I2,Herb,14,14,8,8
32,100,2018,Rest,N50,I0,Herb,12,10,6,6
32,100,2018,Rest,N25,I1,Herb,8,8,8,4
32,100,2018,Rest,N75,I2,Herb,20,20,12,8
32,101,2019,Rest,N75,I2,Herb,20,20,12,8
32,101,2008,Burn,N75,I2,Herb,20,20,12,8
32,101,2009,Rest,N75,I2,Herb,20,20,12,8
32,101,2009,Rest,N75,I2,Herb,20,20,12,8
32,101,2011,Rest,N75,I2,Shrub,17,19,11,7
32,101,2012,Rest,N50,I2,Herb,14,14,8,8
32,101,2013,Rest,N50,I2,Herb,14,14,8,8
32,101,2014,Rest,N50,I2,Herb,14,14,8,8
32,101,2015,Rest,N75,I2,Herb,20,20,12,8
32,101,2016,Rest,N75,I2,Herb,20,20,12,8
32,101,2017,Rest,N75,I2,Herb,20,20,12,8
32,101,2018,Rest,N75,I2,Herb,20,20,12,8
32,102,2019,Rest,N0,I0,Herb,3,2,2,2
32,102,2008,Rest,N0,I1,Herb,4,4,3,4
32,102,2008,Rest,N0,I1,Herb,4,4,3,4
32,102,2009,Rest,N0,I0,Herb,3,2,2,2
